id,category_eng,category_ru,pronoun,pronoun_clean,pronoun_details,ipa,translation,translation_clean,translation_details,number,person,example_eng,example_ru,is_suspicious
293,Demonstrative Pronouns,Указательные местоимения,that(demonstrative),that,demonstrative,/ðæt/,то,то,,singular,,Look at that building.,Посмотри на то здание.,0
294,Demonstrative Pronouns,Указательные местоимения,that(demonstrative),that,demonstrative,/ðæt/,то,то,,singular,,That was an amazing performance.,То было удивительное представление.,0
295,Demonstrative Pronouns,Указательные местоимения,these,these,,/ðiːz/,эти,эти,,plural,,These are my friends.,Это мои друзья.,0
296,Demonstrative Pronouns,Указательные местоимения,these,these,,/ðiːz/,эти,эти,,plural,,I like these shoes.,Мне нравятся эти туфли.,0
297,Demonstrative Pronouns,Указательные местоимения,these,these,,/ðiːz/,эти,эти,,plural,,These are your keys.,Это твои ключи.,0
298,Demonstrative Pronouns,Указательные местоимения,these,these,,/ðiːz/,эти,эти,,plural,,Are these yours?,Это твои?,0
299,Demonstrative Pronouns,Указательные местоимения,these,these,,/ðiːz/,эти,эти,,plural,,These books are interesting.,Эти книги интересные.,0
300,Demonstrative Pronouns,Указательные местоимения,those,those,,/ðoʊz/,те,те,,plural,,Those are expensive shoes.,Те туфли дорогие.,0
301,Demonstrative Pronouns,Указательные местоимения,those,those,,/ðoʊz/,те,те,,plural,,I want to buy those apples.,Я хочу купить те яблоки.,0
302,Demonstrative Pronouns,Указательные местоимения,those,those,,/ðoʊz/,те,те,,plural,,Those were the best days of my life.,Это были лучшие дни моей жизни.,0
303,Demonstrative Pronouns,Указательные местоимения,those,those,,/ðoʊz/,те,те,,plural,,Who owns those cars?,Кому принадлежат те машины?,0
304,Demonstrative Pronouns,Указательные местоимения,those,those,,/ðoʊz/,те,те,,plural,,Those people are very kind.,Те люди очень добрые.,0
305,Interrogative Pronouns,Вопросительные местоимения,who(interrogative),who,interrogative,/huː/,кто(interrogative),кто,interrogative,,,Who is there?,Кто там?,0
306,Interrogative Pronouns,Вопросительные местоимения,who(interrogative),who,interrogative,/huː/,кто(interrogative),кто,interrogative,,,Who are you talking to?,С кем ты разговариваешь?,0
307,Interrogative Pronouns,Вопросительные местоимения,who(interrogative),who,interrogative,/huː/,кто(interrogative),кто,interrogative,,,Who will help us?,Кто нам поможет?,0
308,Interrogative Pronouns,Вопросительные местоимения,who(interrogative),who,interrogative,/huː/,кто(interrogative),кто,interrogative,,,Who wrote this book?,Кто написал эту книгу?,0
309,Interrogative Pronouns,Вопросительные местоимения,who(interrogative),who,interrogative,/huː/,кто(interrogative),кто,interrogative,,,Who knows the answer?,Кто знает ответ?,0
310,Interrogative Pronouns,Вопросительные местоимения,whom(interrogative),whom,interrogative,/huːm/,"кого(interrogative), кому(interrogative)",кого,"interrogative), кому(interrogative",,,Whom did you see?,Кого ты видел?,0
311,Interrogative Pronouns,Вопросительные местоимения,whom(interrogative),whom,interrogative,/huːm/,"кого(interrogative), кому(interrogative)",кого,"interrogative), кому(interrogative",,,Whom should I ask about this?,Кого мне спросить об этом?,0
312,Interrogative Pronouns,Вопросительные местоимения,whom(interrogative),whom,interrogative,/huːm/,"кого(interrogative), кому(interrogative)",кого,"interrogative), кому(interrogative",,,Whom are you talking about?,О ком ты говоришь?,0
313,Interrogative Pronouns,Вопросительные местоимения,whom(interrogative),whom,interrogative,/huːm/,"кого(interrogative), кому(interrogative)",кого,"interrogative), кому(interrogative",,,To whom did you send the letter?,Кому ты отправил письмо?,0
314,Interrogative Pronouns,Вопросительные местоимения,whom(interrogative),whom,interrogative,/huːm/,"кого(interrogative), кому(interrogative)",кого,"interrogative), кому(interrogative",,,Whom do you trust the most?,Кому ты доверяешь больше всего?,0
315,Interrogative Pronouns,Вопросительные местоимения,whose(interrogative),whose,interrogative,/huːz/,чей(interrogative),чей,interrogative,,,Whose book is this?,Чья это книга?,0
316,Interrogative Pronouns,Вопросительные местоимения,whose(interrogative),whose,interrogative,/huːz/,чей(interrogative),чей,interrogative,,,Whose bag is on the chair?,Чья сумка на стуле?,0
317,Interrogative Pronouns,Вопросительные местоимения,whose(interrogative),whose,interrogative,/huːz/,чей(interrogative),чей,interrogative,,,Whose idea was it?,Чья это была идея?,0
318,Interrogative Pronouns,Вопросительные местоимения,whose(interrogative),whose,interrogative,/huːz/,чей(interrogative),чей,interrogative,,,Whose car is parked outside?,Чья машина припаркована снаружи?,0
319,Interrogative Pronouns,Вопросительные местоимения,whose(interrogative),whose,interrogative,/huːz/,чей(interrogative),чей,interrogative,,,Whose turn is it?,Чья очередь?,0
320,Interrogative Pronouns,Вопросительные местоимения,which(interrogative),which,interrogative,/wɪtʃ/,который(interrogative),который,interrogative,,,Which one do you prefer?,Который из них ты предпочитаешь?,0
321,Interrogative Pronouns,Вопросительные местоимения,which(interrogative),which,interrogative,/wɪtʃ/,который(interrogative),который,interrogative,,,Which color do you like more?,Какой цвет тебе нравится больше?,0
322,Interrogative Pronouns,Вопросительные местоимения,which(interrogative),which,interrogative,/wɪtʃ/,который(interrogative),который,interrogative,,,Which book should I read first?,Какую книгу мне прочитать первой?,0
323,Interrogative Pronouns,Вопросительные местоимения,which(interrogative),which,interrogative,/wɪtʃ/,который(interrogative),который,interrogative,,,Which way is faster?,Какой путь быстрее?,0
324,Interrogative Pronouns,Вопросительные местоимения,which(interrogative),which,interrogative,/wɪtʃ/,который(interrogative),который,interrogative,,,Which team won the match?,Какая команда выиграла матч?,0
325,Interrogative Pronouns,Вопросительные местоимения,what,what,,/wɒt/,что,что,,,,What is your name?,Как тебя зовут?,0
326,Interrogative Pronouns,Вопросительные местоимения,what,what,,/wɒt/,что,что,,,,What are you doing?,Что ты делаешь?,0
327,Interrogative Pronouns,Вопросительные местоимения,what,what,,/wɒt/,что,что,,,,What is this for?,Для чего это?,0
328,Interrogative Pronouns,Вопросительные местоимения,what,what,,/wɒt/,что,что,,,,What happened here?,Что здесь случилось?,0
329,Interrogative Pronouns,Вопросительные местоимения,what,what,,/wɒt/,что,что,,,,What do you want to eat?,Что ты хочешь съесть?,0
330,Relative Pronouns,Относительные местоимения,who(relative),who,relative,/huː/,кто(relative),кто,relative,,,This is the man who helped us.,"Это человек, который помог нам.",0
331,Relative Pronouns,Относительные местоимения,who(relative),who,relative,/huː/,кто(relative),кто,relative,,,She knows the teacher who gave the lecture.,"Она знает преподавателя, который читал лекцию.",0
332,Relative Pronouns,Относительные местоимения,who(relative),who,relative,/huː/,кто(relative),кто,relative,,,I met the person who wrote this book.,"Я встретил человека, который написал эту книгу.",0
333,Relative Pronouns,Относительные местоимения,who(relative),who,relative,/huː/,кто(relative),кто,relative,,,The girl who lives next door is very kind.,"Девочка, которая живёт по соседству, очень добрая.",0
334,Relative Pronouns,Относительные местоимения,who(relative),who,relative,/huː/,кто(relative),кто,relative,,,The boy who broke the window apologized.,"Мальчик, который разбил окно, извинился.",0
335,Relative Pronouns,Относительные местоимения,whom(relative),whom,relative,/huːm/,"кого(relative), кому(relative)",кого,"relative), кому(relative",,,The person whom I saw was kind.,"Человек, которого я видел, был добр.",0
336,Relative Pronouns,Относительные местоимения,whom(relative),whom,relative,/huːm/,"кого(relative), кому(relative)",кого,"relative), кому(relative",,,The friend to whom I gave the book liked it.,"Друг, которому я дал книгу, понравилась.",0
337,Relative Pronouns,Относительные местоимения,whom(relative),whom,relative,/huːm/,"кого(relative), кому(relative)",кого,"relative), кому(relative",,,She is the one whom we trust the most.,"Она та, кому мы доверяем больше всего.",0
338,Relative Pronouns,Относительные местоимения,whom(relative),whom,relative,/huːm/,"кого(relative), кому(relative)",кого,"relative), кому(relative",,,The man whom you called is busy now.,"Мужчина, которому ты звонил, сейчас занят.",0
339,Relative Pronouns,Относительные местоимения,whom(relative),whom,relative,/huːm/,"кого(relative), кому(relative)",кого,"relative), кому(relative",,,The woman whom they invited didn't come.,"Женщина, которую они пригласили, не пришла.",0
340,Relative Pronouns,Относительные местоимения,whose(relative),whose,relative,/huːz/,чей(relative),чей,relative,,,The car whose owner is unknown was towed.,"Машина, чей владелец неизвестен, была эвакуирована.",0
341,Relative Pronouns,Относительные местоимения,whose(relative),whose,relative,/huːz/,чей(relative),чей,relative,,,I found the dog whose collar was lost.,"Я нашёл собаку, чей ошейник был потерян.",0
342,Relative Pronouns,Относительные местоимения,whose(relative),whose,relative,/huːz/,чей(relative),чей,relative,,,The artist whose work we admire is here.,"Художник, чьей работой мы восхищаемся, здесь.",0
343,Relative Pronouns,Относительные местоимения,whose(relative),whose,relative,/huːz/,чей(relative),чей,relative,,,She knows the student whose homework was late.,"Она знает студента, чья домашняя работа была сдана с опозданием.",0
344,Relative Pronouns,Относительные местоимения,whose(relative),whose,relative,/huːz/,чей(relative),чей,relative,,,This is the house whose roof was repaired.,"Это дом, чья крыша была отремонтирована.",0
345,Relative Pronouns,Относительные местоимения,which(relative),which,relative,/wɪtʃ/,который(relative),который,relative,,,The book which I read was fascinating.,"Книга, которую я прочитал, была увлекательной.",0
346,Relative Pronouns,Относительные местоимения,which(relative),which,relative,/wɪtʃ/,который(relative),который,relative,,,The car which he bought is very fast.,"Машина, которую он купил, очень быстрая.",0
347,Relative Pronouns,Относительные местоимения,which(relative),which,relative,/wɪtʃ/,который(relative),который,relative,,,The movie which we watched was amazing.,"Фильм, который мы посмотрели, был потрясающим.",0
348,Relative Pronouns,Относительные местоимения,which(relative),which,relative,/wɪtʃ/,который(relative),который,relative,,,The room which she cleaned looks great.,"Комната, которую она убрала, выглядит отлично.",0
349,Relative Pronouns,Относительные местоимения,which(relative),which,relative,/wɪtʃ/,который(relative),который,relative,,,The idea which they proposed was brilliant.,"Идея, которую они предложили, была блестящей.",0
350,Relative Pronouns,Относительные местоимения,that(relative),that,relative,/ðæt/,что(relative),что,relative,,,This is the house that Jack built.,"Это дом, который построил Джек.",0
351,Relative Pronouns,Относительные местоимения,that(relative),that,relative,/ðæt/,что(relative),что,relative,,,The bag that she bought is expensive.,"Сумка, которую она купила, дорогая.",0
352,Relative Pronouns,Относительные местоимения,that(relative),that,relative,/ðæt/,что(relative),что,relative,,,The train that we took was late.,"Поезд, на который мы сели, опоздал.",0
353,Relative Pronouns,Относительные местоимения,that(relative),that,relative,/ðæt/,что(relative),что,relative,,,The phone that he lost was found.,"Телефон, который он потерял, был найден.",0
354,Relative Pronouns,Относительные местоимения,that(relative),that,relative,/ðæt/,что(relative),что,relative,,,The story that she told was interesting.,"История, которую она рассказала, была интересной.",0
355,Indefinite Pronouns,Неопределённые местоимения,some,some,,/sʌm/,"несколько(indefinite), немного(indefinite)",несколько,"indefinite), немного(indefinite",,,I need some water.,Мне нужно немного воды.,0
356,Indefinite Pronouns,Неопределённые местоимения,some,some,,/sʌm/,"несколько(indefinite), немного(indefinite)",несколько,"indefinite), немного(indefinite",,,Some people enjoy reading.,Некоторым людям нравится читать.,0
357,Indefinite Pronouns,Неопределённые местоимения,some,some,,/sʌm/,"несколько(indefinite), немного(indefinite)",несколько,"indefinite), немного(indefinite",,,Could you lend me some money?,Можешь одолжить мне немного денег?,0
358,Indefinite Pronouns,Неопределённые местоимения,some,some,,/sʌm/,"несколько(indefinite), немного(indefinite)",несколько,"indefinite), немного(indefinite",,,She brought some flowers.,Она принесла немного цветов.,0
359,Indefinite Pronouns,Неопределённые местоимения,some,some,,/sʌm/,"несколько(indefinite), немного(indefinite)",несколько,"indefinite), немного(indefinite",,,We have some news to share.,"У нас есть новости, которыми мы хотим поделиться.",0
360,Indefinite Pronouns,Неопределённые местоимения,any,any,,/ˈɛni/,"любой, какой-нибудь","любой, какой-нибудь",,,,Do you have any questions?,У вас есть какие-нибудь вопросы?,0
361,Indefinite Pronouns,Неопределённые местоимения,any,any,,/ˈɛni/,"любой, какой-нибудь","любой, какой-нибудь",,,,You can choose any book you like.,"Ты можешь выбрать любую книгу, которая тебе нравится.",0
362,Indefinite Pronouns,Неопределённые местоимения,any,any,,/ˈɛni/,"любой, какой-нибудь","любой, какой-нибудь",,,,Is there any food left?,Осталась ли какая-нибудь еда?,0
363,Indefinite Pronouns,Неопределённые местоимения,any,any,,/ˈɛni/,"любой, какой-нибудь","любой, какой-нибудь",,,,I didn’t see any difference.,Я не заметил никакой разницы.,0
364,Indefinite Pronouns,Неопределённые местоимения,any,any,,/ˈɛni/,"любой, какой-нибудь","любой, какой-нибудь",,,,Do you know any good restaurants nearby?,Ты знаешь какие-нибудь хорошие рестораны поблизости?,0
365,Indefinite Pronouns,Неопределённые местоимения,none(indefinite),none,indefinite,/nʌn/,"никто(indefinite/for-group), никакой","никто(indefinite/for-group), никакой",,,,None of them came.,Никто из них не пришёл.,0
366,Indefinite Pronouns,Неопределённые местоимения,none(indefinite),none,indefinite,/nʌn/,"никто(indefinite/for-group), никакой","никто(indefinite/for-group), никакой",,,,None of the answers were correct.,Ни один из ответов не был правильным.,0
367,Indefinite Pronouns,Неопределённые местоимения,none(indefinite),none,indefinite,/nʌn/,"никто(indefinite/for-group), никакой","никто(indefinite/for-group), никакой",,,,None of the students passed the test.,Ни один из студентов не сдал тест.,0
368,Indefinite Pronouns,Неопределённые местоимения,none(indefinite),none,indefinite,/nʌn/,"никто(indefinite/for-group), никакой","никто(indefinite/for-group), никакой",,,,There’s none left in the fridge.,В холодильнике ничего не осталось.,0
369,Indefinite Pronouns,Неопределённые местоимения,none(indefinite),none,indefinite,/nʌn/,"никто(indefinite/for-group), никакой","никто(indefinite/for-group), никакой",,,,None of us knew about it.,Никто из нас не знал об этом.,0
370,Indefinite Pronouns,Неопределённые местоимения,all(indefinite),all,indefinite,/ɔːl/,"все(indefinite), всё(indefinite)",все,"indefinite), всё(indefinite",,,All is well.,Всё хорошо.,0
371,Indefinite Pronouns,Неопределённые местоимения,all(indefinite),all,indefinite,/ɔːl/,"все(indefinite), всё(indefinite)",все,"indefinite), всё(indefinite",,,All the students passed the exam.,Все студенты сдали экзамен.,0
372,Indefinite Pronouns,Неопределённые местоимения,all(indefinite),all,indefinite,/ɔːl/,"все(indefinite), всё(indefinite)",все,"indefinite), всё(indefinite",,,She gave all her time to the project.,Она отдала всё своё время проекту.,0
373,Indefinite Pronouns,Неопределённые местоимения,all(indefinite),all,indefinite,/ɔːl/,"все(indefinite), всё(indefinite)",все,"indefinite), всё(indefinite",,,All of us were excited.,Все мы были взволнованы.,0
374,Indefinite Pronouns,Неопределённые местоимения,all(indefinite),all,indefinite,/ɔːl/,"все(indefinite), всё(indefinite)",все,"indefinite), всё(indefinite",,,All the cookies are gone.,Все печенья закончились.,0
375,Indefinite Pronouns,Неопределённые местоимения,one,one,,/wʌn/,"один, кто-то(formal/устар.)","один, кто-то",formal/устар.,,,One should always be polite.,Всегда нужно быть вежливым.,0
376,Indefinite Pronouns,Неопределённые местоимения,one,one,,/wʌn/,"один, кто-то(formal/устар.)","один, кто-то",formal/устар.,,,One of the students is absent.,Один из студентов отсутствует.,0
377,Indefinite Pronouns,Неопределённые местоимения,one,one,,/wʌn/,"один, кто-то(formal/устар.)","один, кто-то",formal/устар.,,,Do you want one or two cups of coffee?,Ты хочешь одну или две чашки кофе?,0
378,Indefinite Pronouns,Неопределённые местоимения,one,one,,/wʌn/,"один, кто-то(formal/устар.)","один, кто-то",formal/устар.,,,One must respect others.,Нужно уважать других.,0
379,Indefinite Pronouns,Неопределённые местоимения,one,one,,/wʌn/,"один, кто-то(formal/устар.)","один, кто-то",formal/устар.,,,She bought one for herself.,Она купила один для себя.,0
380,Indefinite Pronouns,Неопределённые местоимения,someone,someone,,/ˈsʌmwʌn/,кто-то(formal),кто-то,formal,,,Someone is at the door.,Кто-то у двери.,0
381,Indefinite Pronouns,Неопределённые местоимения,someone,someone,,/ˈsʌmwʌn/,кто-то(formal),кто-то,formal,,,Someone left their phone here.,Кто-то оставил здесь свой телефон.,0
382,Indefinite Pronouns,Неопределённые местоимения,someone,someone,,/ˈsʌmwʌn/,кто-то(formal),кто-то,formal,,,She met someone new yesterday.,Она встретила кого-то нового вчера.,0
383,Indefinite Pronouns,Неопределённые местоимения,someone,someone,,/ˈsʌmwʌn/,кто-то(formal),кто-то,formal,,,Someone should take responsibility.,Кто-то должен взять на себя ответственность.,0
384,Indefinite Pronouns,Неопределённые местоимения,someone,someone,,/ˈsʌmwʌn/,кто-то(formal),кто-то,formal,,,Is someone coming to help us?,"Кто-то придёт, чтобы помочь нам?",0
385,Indefinite Pronouns,Неопределённые местоимения,anyone,anyone,,/ˈɛniwʌn/,кто угодно(formal),кто угодно,formal,,,Is there anyone who can help?,"Есть кто-нибудь, кто может помочь?",0
386,Indefinite Pronouns,Неопределённые местоимения,anyone,anyone,,/ˈɛniwʌn/,кто угодно(formal),кто угодно,formal,,,Anyone can join the club.,Любой может вступить в клуб.,0
387,Indefinite Pronouns,Неопределённые местоимения,anyone,anyone,,/ˈɛniwʌn/,кто угодно(formal),кто угодно,formal,,,Did anyone call while I was out?,"Кто-нибудь звонил, пока меня не было?",0
388,Indefinite Pronouns,Неопределённые местоимения,anyone,anyone,,/ˈɛniwʌn/,кто угодно(formal),кто угодно,formal,,,Does anyone know the answer?,Кто-нибудь знает ответ?,0
389,Indefinite Pronouns,Неопределённые местоимения,anyone,anyone,,/ˈɛniwʌn/,кто угодно(formal),кто угодно,formal,,,Anyone can learn to swim.,Каждый может научиться плавать.,0
390,Indefinite Pronouns,Неопределённые местоимения,no one(indefinite),no one,indefinite,/ˈnoʊ wʌn/,никто(indefinite/formal),никто,indefinite/formal,,,No one knows the answer.,Никто не знает ответа.,0
391,Indefinite Pronouns,Неопределённые местоимения,no one(indefinite),no one,indefinite,/ˈnoʊ wʌn/,никто(indefinite/formal),никто,indefinite/formal,,,No one came to the meeting.,Никто не пришёл на встречу.,0
392,Indefinite Pronouns,Неопределённые местоимения,no one(indefinite),no one,indefinite,/ˈnoʊ wʌn/,никто(indefinite/formal),никто,indefinite/formal,,,No one can solve this problem.,Никто не может решить эту проблему.,0
393,Indefinite Pronouns,Неопределённые местоимения,no one(indefinite),no one,indefinite,/ˈnoʊ wʌn/,никто(indefinite/formal),никто,indefinite/formal,,,She told no one about her plans.,Она никому не рассказала о своих планах.,0
394,Indefinite Pronouns,Неопределённые местоимения,no one(indefinite),no one,indefinite,/ˈnoʊ wʌn/,никто(indefinite/formal),никто,indefinite/formal,,,No one is allowed to enter.,Никому не разрешено входить.,0
395,Indefinite Pronouns,Неопределённые местоимения,everyone,everyone,,/ˈɛvrɪwʌn/,каждый(formal),каждый,formal,,,Everyone is here.,Все здесь.,0
396,Indefinite Pronouns,Неопределённые местоимения,everyone,everyone,,/ˈɛvrɪwʌn/,каждый(formal),каждый,formal,,,Everyone enjoyed the party.,Всем понравилась вечеринка.,0
397,Indefinite Pronouns,Неопределённые местоимения,everyone,everyone,,/ˈɛvrɪwʌn/,каждый(formal),каждый,formal,,,Everyone should contribute to the project.,Каждый должен внести свой вклад в проект.,0
398,Indefinite Pronouns,Неопределённые местоимения,everyone,everyone,,/ˈɛvrɪwʌn/,каждый(formal),каждый,formal,,,Everyone knows the story.,Все знают эту историю.,0
399,Indefinite Pronouns,Неопределённые местоимения,everyone,everyone,,/ˈɛvrɪwʌn/,каждый(formal),каждый,formal,,,Everyone is welcome to join.,Всем рады присоединиться.,0
400,Indefinite Pronouns,Неопределённые местоимения,somebody,somebody,,/ˈsʌmbɒdi/,кто-то(casual),кто-то,casual,,,Somebody left their bag.,Кто-то оставил свою сумку.,0
401,Indefinite Pronouns,Неопределённые местоимения,somebody,somebody,,/ˈsʌmbɒdi/,кто-то(casual),кто-то,casual,,,Somebody is waiting for you outside.,Кто-то ждёт тебя снаружи.,0
402,Indefinite Pronouns,Неопределённые местоимения,somebody,somebody,,/ˈsʌmbɒdi/,кто-то(casual),кто-то,casual,,,Somebody called while you were out.,"Кто-то звонил, пока тебя не было.",0
403,Indefinite Pronouns,Неопределённые местоимения,somebody,somebody,,/ˈsʌmbɒdi/,кто-то(casual),кто-то,casual,,,I think somebody forgot their keys.,"Думаю, кто-то забыл свои ключи.",0
404,Indefinite Pronouns,Неопределённые местоимения,somebody,somebody,,/ˈsʌmbɒdi/,кто-то(casual),кто-то,casual,,,Somebody needs to take action.,Кто-то должен принять меры.,0
405,Indefinite Pronouns,Неопределённые местоимения,anybody,anybody,,/ˈɛnibɒdi/,кто угодно(casual),кто угодно,casual,,,Anybody can do it.,Кто угодно может это сделать.,0
406,Indefinite Pronouns,Неопределённые местоимения,anybody,anybody,,/ˈɛnibɒdi/,кто угодно(casual),кто угодно,casual,,,Is there anybody home?,Есть кто-нибудь дома?,0
407,Indefinite Pronouns,Неопределённые местоимения,anybody,anybody,,/ˈɛnibɒdi/,кто угодно(casual),кто угодно,casual,,,Does anybody know where she is?,"Кто-нибудь знает, где она?",0
408,Indefinite Pronouns,Неопределённые местоимения,anybody,anybody,,/ˈɛnibɒdi/,кто угодно(casual),кто угодно,casual,,,Anybody can join this event.,Любой может присоединиться к этому событию.,0
409,Indefinite Pronouns,Неопределённые местоимения,anybody,anybody,,/ˈɛnibɒdi/,кто угодно(casual),кто угодно,casual,,,I didn’t see anybody there.,Я никого там не видел.,0
410,Indefinite Pronouns,Неопределённые местоимения,nobody(indefinite),nobody,indefinite,/ˈnoʊbɒdi/,никто(indefinite/casual),никто,indefinite/casual,,,Nobody was home.,Никого не было дома.,0
411,Indefinite Pronouns,Неопределённые местоимения,nobody(indefinite),nobody,indefinite,/ˈnoʊbɒdi/,никто(indefinite/casual),никто,indefinite/casual,,,Nobody called me today.,Никто не звонил мне сегодня.,0
412,Indefinite Pronouns,Неопределённые местоимения,nobody(indefinite),nobody,indefinite,/ˈnoʊbɒdi/,никто(indefinite/casual),никто,indefinite/casual,,,Nobody understands this problem.,Никто не понимает эту проблему.,0
413,Indefinite Pronouns,Неопределённые местоимения,nobody(indefinite),nobody,indefinite,/ˈnoʊbɒdi/,никто(indefinite/casual),никто,indefinite/casual,,,Nobody has the answer.,Никто не знает ответа.,0
414,Indefinite Pronouns,Неопределённые местоимения,nobody(indefinite),nobody,indefinite,/ˈnoʊbɒdi/,никто(indefinite/casual),никто,indefinite/casual,,,Nobody can replace her.,Никто не может её заменить.,0
415,Indefinite Pronouns,Неопределённые местоимения,everybody,everybody,,/ˈɛvrɪbɒdi/,каждый(casual),каждый,casual,,,Everybody loves music.,Все любят музыку.,0
416,Indefinite Pronouns,Неопределённые местоимения,everybody,everybody,,/ˈɛvrɪbɒdi/,каждый(casual),каждый,casual,,,Everybody was invited to the party.,Все были приглашены на вечеринку.,0
417,Indefinite Pronouns,Неопределённые местоимения,everybody,everybody,,/ˈɛvrɪbɒdi/,каждый(casual),каждый,casual,,,Does everybody agree with this idea?,Все согласны с этой идеей?,0
418,Indefinite Pronouns,Неопределённые местоимения,everybody,everybody,,/ˈɛvrɪbɒdi/,каждый(casual),каждый,casual,,,Everybody is working hard.,Все работают усердно.,0
419,Indefinite Pronouns,Неопределённые местоимения,everybody,everybody,,/ˈɛvrɪbɒdi/,каждый(casual),каждый,casual,,,Everybody should have a chance to speak.,У всех должна быть возможность высказаться.,0
420,Negative Pronouns,Отрицательные местоимения,no one(negative),no one,negative,/ˈnoʊ wʌn/,никто(negative/formal),никто,negative/formal,,,No one can enter.,Никто не может войти.,0
421,Negative Pronouns,Отрицательные местоимения,no one(negative),no one,negative,/ˈnoʊ wʌn/,никто(negative/formal),никто,negative/formal,,,No one knew the answer.,Никто не знал ответа.,0
422,Negative Pronouns,Отрицательные местоимения,no one(negative),no one,negative,/ˈnoʊ wʌn/,никто(negative/formal),никто,negative/formal,,,No one wants to leave early.,Никто не хочет уходить рано.,0
423,Negative Pronouns,Отрицательные местоимения,no one(negative),no one,negative,/ˈnoʊ wʌn/,никто(negative/formal),никто,negative/formal,,,No one saw what happened.,"Никто не видел, что произошло.",0
424,Negative Pronouns,Отрицательные местоимения,no one(negative),no one,negative,/ˈnoʊ wʌn/,никто(negative/formal),никто,negative/formal,,,No one was ready for the test.,Никто не был готов к тесту.,0
425,Negative Pronouns,Отрицательные местоимения,nobody(negative),nobody,negative,/ˈnoʊbɒdi/,никто(negative/casual),никто,negative/casual,,,Nobody saw him.,Никто его не видел.,0
426,Negative Pronouns,Отрицательные местоимения,nobody(negative),nobody,negative,/ˈnoʊbɒdi/,никто(negative/casual),никто,negative/casual,,,Nobody was in the room.,Никого не было в комнате.,0
427,Negative Pronouns,Отрицательные местоимения,nobody(negative),nobody,negative,/ˈnoʊbɒdi/,никто(negative/casual),никто,negative/casual,,,Nobody can help with this task.,Никто не может помочь с этим заданием.,0
428,Negative Pronouns,Отрицательные местоимения,nobody(negative),nobody,negative,/ˈnoʊbɒdi/,никто(negative/casual),никто,negative/casual,,,Nobody believed her story.,Никто не поверил её истории.,0
429,Negative Pronouns,Отрицательные местоимения,nobody(negative),nobody,negative,/ˈnoʊbɒdi/,никто(negative/casual),никто,negative/casual,,,Nobody is answering the phone.,Никто не отвечает на телефон.,0
430,Negative Pronouns,Отрицательные местоимения,none(negative),none,negative,/nʌn/,никто(negative/for-group),никто,negative/for-group,,,None of them agreed.,Никто из них не согласился.,0
431,Negative Pronouns,Отрицательные местоимения,none(negative),none,negative,/nʌn/,никто(negative/for-group),никто,negative/for-group,,,None of the plans worked.,Ни один из планов не сработал.,0
432,Negative Pronouns,Отрицательные местоимения,none(negative),none,negative,/nʌn/,никто(negative/for-group),никто,negative/for-group,,,None of the students passed the exam.,Никто из студентов не сдал экзамен.,0
433,Negative Pronouns,Отрицательные местоимения,none(negative),none,negative,/nʌn/,никто(negative/for-group),никто,negative/for-group,,,None of us knew what to do.,"Никто из нас не знал, что делать.",0
434,Negative Pronouns,Отрицательные местоимения,none(negative),none,negative,/nʌn/,никто(negative/for-group),никто,negative/for-group,,,None of the cookies are left.,Печенье закончилось.,0
435,Negative Pronouns,Отрицательные местоимения,nothing,nothing,,/ˈnʌθɪŋ/,ничего,ничего,,,,There is nothing to worry about.,Не о чем волноваться.,0
436,Negative Pronouns,Отрицательные местоимения,nothing,nothing,,/ˈnʌθɪŋ/,ничего,ничего,,,,She has nothing to say.,Ей нечего сказать.,0
437,Negative Pronouns,Отрицательные местоимения,nothing,nothing,,/ˈnʌθɪŋ/,ничего,ничего,,,,Nothing is more important than health.,Ничего нет важнее здоровья.,0
438,Negative Pronouns,Отрицательные местоимения,nothing,nothing,,/ˈnʌθɪŋ/,ничего,ничего,,,,I have nothing in my pockets.,У меня ничего нет в карманах.,0
439,Negative Pronouns,Отрицательные местоимения,nothing,nothing,,/ˈnʌθɪŋ/,ничего,ничего,,,,Nothing will stop us.,Ничто нас не остановит.,0
440,Reciprocal Pronouns,Взаимные местоимения,each other,each other,,/iːtʃ ˈʌðər/,друг друга(для двух),друг друга,для двух,,,They respect each other.,Они уважают друг друга.,0
441,Reciprocal Pronouns,Взаимные местоимения,each other,each other,,/iːtʃ ˈʌðər/,друг друга(для двух),друг друга,для двух,,,We help each other with our tasks.,Мы помогаем друг другу с задачами.,0
442,Reciprocal Pronouns,Взаимные местоимения,each other,each other,,/iːtʃ ˈʌðər/,друг друга(для двух),друг друга,для двух,,,The twins often fight with each other.,Близнецы часто ссорятся друг с другом.,0
443,Reciprocal Pronouns,Взаимные местоимения,each other,each other,,/iːtʃ ˈʌðər/,друг друга(для двух),друг друга,для двух,,,They looked at each other and smiled.,Они посмотрели друг на друга и улыбнулись.,0
444,Reciprocal Pronouns,Взаимные местоимения,each other,each other,,/iːtʃ ˈʌðər/,друг друга(для двух),друг друга,для двух,,,The students shared their books with each other.,Студенты поделились своими книгами друг с другом.,0
445,Reciprocal Pronouns,Взаимные местоимения,one another,one another,,/wʌn əˈnʌðər/,друг друга(для трех и более),друг друга,для трех и более,,,We should help one another.,Нам следует помогать друг другу.,0
